citation,processed_text
1 Chronicles 3:16,sons jehoiakim jeconiah son zedekiah son
1 Chronicles 3:17,sons jeconiah assir salathiel son
1 Chronicles 3:18,malchiram also pedaiah shenazar jecamiah hoshama nedabiah
1 Chronicles 3:19,sons pedaiah zerubbabel shimei sons zerubbabel meshullam hananiah shelomith sister
1 Chronicles 3:20,hashubah ohel berechiah hasadiah jushabhesed five
1 Chronicles 3:21,sons hananiah pelatiah jesaiah sons rephaiah sons arnan sons obadiah sons shechaniah
1 Chronicles 3:22,sons shechaniah shemaiah sons shemaiah hattush igeal bariah neariah shaphat six
1 Chronicles 3:23,sons neariah elioenai hezekiah azrikam three
1 Chronicles 3:24,sons elioenai hodaiah eliashib pelaiah akkub johanan dalaiah anani seven
1 Chronicles 4:1,sons judah pharez hezron carmi hur shobal
1 Chronicles 4:2,reaiah son shobal begat jahath jahath begat ahumai lahad families zorathites
1 Chronicles 4:3,father etam jezreel ishma idbash name sister hazelelponi
1 Chronicles 4:4,penuel father gedor ezer father hushah sons hur firstborn ephratah father bethlehem
1 Chronicles 4:5,ashur father tekoa two wives helah naarah
1 Chronicles 4:6,naarah bare ahuzam hepher temeni haahashtari sons naarah
1 Chronicles 4:7,sons helah zereth jezoar ethnan
1 Chronicles 4:8,coz begat anub zobebah families aharhel son harum
1 Chronicles 4:9,jabez honorable brethren mother called name jabez saying bare sorrow
1 Chronicles 4:10,jabez called god israel saying oh thou wouldest bless indeed enlarge coast thine hand might thou wouldest keep evil may grieve god granted requested
1 Chronicles 4:11,chelub brother shuah begat mehir father eshton
1 Chronicles 4:12,eshton begat bethrapha paseah tehinnah father irnahash men rechah
1 Chronicles 4:13,sons kenaz othniel seraiah sons othniel hathath
1 Chronicles 4:14,meonothai begat ophrah seraiah begat joab father valley charashim craftsmen
1 Chronicles 4:15,sons caleb son jephunneh iru elah naam sons elah even kenaz
1 Chronicles 4:16,sons jehaleleel ziph ziphah tiria asareel
1 Chronicles 4:17,sons ezra jether mered epher jalon bare miriam shammai ishbah father eshtemoa
1 Chronicles 4:18,wife jehudijah bare jered father gedor heber father socho jekuthiel father zanoah sons bithiah daughter pharaoh mered took
1 Chronicles 4:19,sons wife hodiah sister naham father keilah garmite eshtemoa maachathite
1 Chronicles 4:20,sons shimon amnon rinnah benhanan tilon sons ishi zoheth benzoheth
1 Chronicles 4:21,sons shelah son judah er father lecah laadah father mareshah families house wrought fine linen house ashbea
1 Chronicles 4:22,jokim men chozeba joash saraph dominion moab jashubilehem ancient things
1 Chronicles 4:23,potters dwelt among plants hedges dwelt king work
1 Chronicles 4:24,sons simeon nemuel jamin jarib zerah shaul
1 Chronicles 4:25,shallum son mibsam son mishma son
1 Chronicles 4:26,sons mishma hamuel son zacchur son shimei son
1 Chronicles 4:27,shimei sixteen sons six daughters brethren many children neither family multiply like children judah
1 Chronicles 4:28,dwelt beersheba moladah hazarshual
1 Chronicles 4:29,bilhah ezem tolad
1 Chronicles 4:30,bethuel hormah ziklag
1 Chronicles 4:31,bethmarcaboth hazarsusim bethbirei shaaraim cities unto reign david
1 Chronicles 4:32,villages etam rimmon tochen ashan five cities
1 Chronicles 4:33,villages round cities unto baal habitations genealogy
1 Chronicles 4:34,meshobab jamlech joshah son amaziah
1 Chronicles 4:35,joel jehu son josibiah son seraiah son asiel
1 Chronicles 4:36,elioenai jaakobah jeshohaiah asaiah adiel jesimiel benaiah
1 Chronicles 4:37,ziza son shiphi son allon son jedaiah son shimri son shemaiah
1 Chronicles 4:38,mentioned names princes families house fathers increased greatly
1 Chronicles 4:39,went entrance gedor even unto east side valley seek pasture flocks
1 Chronicles 4:40,found fat pasture good land wide quiet peaceable ham dwelt old
1 Chronicles 4:41,written name came days hezekiah king judah smote tents habitations found destroyed utterly unto day dwelt rooms pasture flocks
1 Chronicles 4:42,even sons simeon five hundred men went mount seir captains pelatiah neariah rephaiah uzziel sons ishi
1 Chronicles 4:43,smote rest amalekites escaped dwelt unto day
1 Chronicles 5:1,sons reuben firstborn israel firstborn forasmuch defiled father bed birthright given unto sons joseph son israel genealogy reckoned birthright
1 Chronicles 5:2,judah prevailed brethren came chief ruler birthright joseph
1 Chronicles 5:3,sons say reuben firstborn israel hanoch pallu hezron carmi
1 Chronicles 5:4,sons joel shemaiah son gog son shimei son
1 Chronicles 5:5,micah son reaia son baal son
1 Chronicles 5:6,beerah son tilgathpilneser king assyria carried away captive prince reubenites
1 Chronicles 5:7,brethren families genealogy generations reckoned chief jeiel zechariah
1 Chronicles 5:8,bela son azaz son shema son joel dwelt aroer even unto nebo baalmeon
1 Chronicles 5:9,eastward inhabited unto entering wilderness river euphrates cattle multiplied land gilead
1 Chronicles 5:10,days saul made war hagarites fell hand dwelt tents throughout east land gilead
1 Chronicles 5:11,children gad dwelt land bashan unto salcah
1 Chronicles 5:12,joel chief shapham next jaanai shaphat bashan
1 Chronicles 5:13,brethren house fathers michael meshullam sheba jorai jachan zia heber seven
1 Chronicles 5:14,children abihail son huri son jaroah son gilead son michael son jeshishai son jahdo son buz
1 Chronicles 5:15,ahi son abdiel son guni chief house fathers
1 Chronicles 5:16,dwelt gilead bashan towns suburbs sharon upon borders
1 Chronicles 5:17,reckoned genealogies days jotham king judah days jeroboam king israel
1 Chronicles 5:18,sons reuben gadites half tribe manasseh valiant men men able bear buckler sword shoot bow skillful war four forty thousand seven hundred threescore went war
1 Chronicles 5:19,made war hagarites jetur nephish nodab
1 Chronicles 5:20,helped hagarites delivered hand cried god battle intreated put trust
1 Chronicles 5:21,took away cattle camels fifty thousand sheep two hundred fifty thousand asses two thousand men hundred thousand
1 Chronicles 5:22,fell many slain war god dwelt steads captivity
1 Chronicles 5:23,children half tribe manasseh dwelt land increased bashan unto baalhermon senir unto mount hermon
1 Chronicles 5:24,heads house fathers even epher ishi eliel azriel jeremiah hodaviah jahdiel mighty men valor famous men heads house fathers
1 Chronicles 5:25,transgressed god fathers went whoring gods people land god destroyed
1 Chronicles 5:26,god israel stirred spirit pul king assyria spirit tilgathpilneser king assyria carried away even reubenites gadites half tribe manasseh brought unto halah habor hara river gozan unto day
1 Chronicles 6:1,sons levi gershon kohath merari
1 Chronicles 6:2,sons kohath amram izhar hebron uzziel
1 Chronicles 6:3,children amram aaron moses miriam sons also aaron nadab abihu eleazar ithamar
1 Chronicles 6:4,eleazar begat phinehas phinehas begat abishua
1 Chronicles 6:5,abishua begat bukki bukki begat uzzi
1 Chronicles 6:6,uzzi begat zerahiah zerahiah begat meraioth
1 Chronicles 6:7,meraioth begat amariah amariah begat ahitub
1 Chronicles 6:8,ahitub begat zadok zadok begat ahimaaz
1 Chronicles 6:9,ahimaaz begat azariah azariah begat johanan
1 Chronicles 6:10,johanan begat azariah executed priest office temple solomon built jerusalem
1 Chronicles 6:11,azariah begat amariah amariah begat ahitub
1 Chronicles 6:12,ahitub begat zadok zadok begat shallum
1 Chronicles 6:13,shallum begat hilkiah hilkiah begat azariah
1 Chronicles 6:14,azariah begat seraiah seraiah begat jehozadak
1 Chronicles 6:15,jehozadak went captivity lord carried away judah jerusalem hand nebuchadnezzar
1 Chronicles 6:16,sons levi gershom kohath merari
1 Chronicles 6:17,names sons gershom libni shimei
1 Chronicles 6:18,sons kohath amram izhar hebron uzziel
1 Chronicles 6:19,sons merari mahli mushi families levites according fathers
1 Chronicles 6:20,gershom libni son jahath son zimmah son
1 Chronicles 6:21,joah son iddo son zerah son jeaterai son
1 Chronicles 6:22,sons kohath amminadab son korah son assir son
1 Chronicles 6:23,elkanah son ebiasaph son assir son
1 Chronicles 6:24,tahath son uriel son uzziah son shaul son
1 Chronicles 6:25,sons elkanah amasai ahimoth
1 Chronicles 6:26,elkanah sons elkanah zophai son nahath son
1 Chronicles 6:27,eliab son jeroham son elkanah son
1 Chronicles 6:28,sons samuel firstborn vashni abiah
1 Chronicles 6:29,sons merari mahli libni son shimei son uzza son
1 Chronicles 6:30,shimea son haggiah son asaiah son
1 Chronicles 6:31,david set service song house lord ark rest
1 Chronicles 6:32,ministered dwelling place tabernacle congregation singing solomon built house lord jerusalem waited office according order
1 Chronicles 6:33,waited children sons kohathites heman singer son joel son shemuel
1 Chronicles 6:34,son elkanah son jeroham son eliel son toah
1 Chronicles 6:35,son zuph son elkanah son mahath son amasai
1 Chronicles 6:36,son elkanah son joel son azariah son zephaniah
1 Chronicles 6:37,son tahath son assir son ebiasaph son korah
1 Chronicles 6:38,son izhar son kohath son levi son israel
1 Chronicles 6:39,brother asaph stood right hand even asaph son berachiah son shimea
1 Chronicles 6:40,son michael son baaseiah son malchiah
1 Chronicles 6:41,son ethni son zerah son adaiah
1 Chronicles 6:42,son ethan son zimmah son shimei
1 Chronicles 6:43,son jahath son gershom son levi
1 Chronicles 6:44,brethren sons merari stood left hand ethan son kishi son abdi son malluch
1 Chronicles 6:45,son hashabiah son amaziah son hilkiah
1 Chronicles 6:46,son amzi son bani son shamer
1 Chronicles 6:47,son mahli son mushi son merari son levi
1 Chronicles 6:48,brethren also levites appointed unto manner service tabernacle house god
1 Chronicles 6:49,aaron sons offered upon altar burnt offering altar incense appointed work place holy make atonement israel according moses servant god commanded
1 Chronicles 6:50,sons aaron eleazar son phinehas son abishua son
1 Chronicles 6:51,bukki son uzzi son zerahiah son
1 Chronicles 6:52,meraioth son amariah son ahitub son
1 Chronicles 6:53,zadok son ahimaaz son
1 Chronicles 6:54,dwelling places throughout castles coasts sons aaron families kohathites lot
1 Chronicles 6:55,gave hebron land judah suburbs thereof round
1 Chronicles 6:56,fields city villages thereof gave caleb son jephunneh
1 Chronicles 6:57,sons aaron gave cities judah namely hebron city refuge libnah suburbs jattir eshtemoa suburbs
1 Chronicles 6:58,hilen suburbs debir suburbs
1 Chronicles 6:59,ashan suburbs bethshemesh suburbs
1 Chronicles 6:60,tribe benjamin geba suburbs alemeth suburbs anathoth suburbs cities throughout families thirteen cities
1 Chronicles 6:61,unto sons kohath left family tribe cities given half tribe namely half tribe manasseh lot ten cities
1 Chronicles 6:62,sons gershom throughout families tribe issachar tribe asher tribe naphtali tribe manasseh bashan thirteen cities
1 Chronicles 6:63,unto sons merari given lot throughout families tribe reuben tribe gad tribe zebulun twelve cities
1 Chronicles 6:64,children israel gave levites cities suburbs
1 Chronicles 6:65,gave lot tribe children judah tribe children simeon tribe children benjamin cities called names
1 Chronicles 6:66,residue families sons kohath cities coasts tribe ephraim
1 Chronicles 6:67,gave unto cities refuge shechem mount ephraim suburbs gave also gezer suburbs
1 Chronicles 6:68,jokmeam suburbs bethhoron suburbs
1 Chronicles 6:69,aijalon suburbs gathrimmon suburbs
1 Chronicles 6:70,half tribe manasseh aner suburbs bileam suburbs family remnant sons kohath
1 Chronicles 6:71,unto sons gershom given family half tribe manasseh golan bashan suburbs ashtaroth suburbs
1 Chronicles 6:72,tribe issachar kedesh suburbs daberath suburbs
1 Chronicles 6:73,ramoth suburbs anem suburbs
1 Chronicles 6:74,tribe asher mashal suburbs abdon suburbs
1 Chronicles 6:75,hukok suburbs rehob suburbs
1 Chronicles 6:76,tribe naphtali kedesh galilee suburbs hammon suburbs kirjathaim suburbs
1 Chronicles 6:77,unto rest children merari given tribe zebulun rimmon suburbs tabor suburbs
1 Chronicles 6:78,side jordan jericho east side jordan given tribe reuben bezer wilderness suburbs jahzah suburbs
1 Chronicles 6:79,kedemoth also suburbs mephaath suburbs
1 Chronicles 6:80,tribe gad ramoth gilead suburbs mahanaim suburbs
1 Chronicles 6:81,heshbon suburbs jazer suburbs
1 Chronicles 7:1,sons issachar tola puah jashub shimrom four
1 Chronicles 7:2,sons tola uzzi rephaiah jeriel jahmai jibsam shemuel heads father house wit tola valiant men might generations whose number days david two twenty thousand six hundred
1 Chronicles 7:3,sons uzzi izrahiah sons izrahiah michael obadiah joel ishiah five chief men
1 Chronicles 7:4,generations house fathers bands soldiers war six thirty thousand men many wives sons
1 Chronicles 7:5,brethren among families issachar valiant men might reckoned genealogies fourscore seven thousand
1 Chronicles 7:6,sons benjamin bela becher jediael three
1 Chronicles 7:7,sons bela ezbon uzzi uzziel jerimoth iri five heads house fathers mighty men valor reckoned genealogies twenty two thousand thirty four
1 Chronicles 7:8,sons becher zemira joash eliezer elioenai omri jerimoth abiah anathoth alameth sons becher
1 Chronicles 7:9,number genealogy generations heads house fathers mighty men valor twenty thousand two hundred
1 Chronicles 7:10,sons also jediael bilhan sons bilhan jeush benjamin ehud chenaanah zethan tharshish ahishahar
1 Chronicles 7:11,sons jediael heads fathers mighty men valor seventeen thousand two hundred soldiers fit go war battle
1 Chronicles 7:12,shuppim also huppim children ir hushim sons aher
1 Chronicles 7:13,sons naphtali jahziel guni jezer shallum sons bilhah
1 Chronicles 7:14,sons manasseh ashriel bare concubine aramitess bare machir father gilead
1 Chronicles 7:15,machir took wife sister huppim shuppim whose sister name maachah name second zelophehad zelophehad daughters
1 Chronicles 7:16,maachah wife machir bare son called name peresh name brother sheresh sons ulam rakem
1 Chronicles 7:17,sons ulam bedan sons gilead son machir son manasseh
1 Chronicles 7:18,sister hammoleketh bare ishod abiezer mahalah
1 Chronicles 7:19,sons shemidah ahian shechem likhi aniam
1 Chronicles 7:20,sons ephraim shuthelah bered son tahath son eladah son tahath son
1 Chronicles 7:21,zabad son shuthelah son ezer elead men gath born land slew came take away cattle
1 Chronicles 7:22,ephraim father mourned many days brethren came comfort
1 Chronicles 7:23,went wife conceived bare son called name beriah went evil house
1 Chronicles 7:24,daughter sherah built bethhoron nether upper uzzensherah
1 Chronicles 7:25,rephah son also resheph telah son tahan son
1 Chronicles 7:26,laadan son ammihud son elishama son
1 Chronicles 7:27,non son jehoshuah son
1 Chronicles 7:28,possessions habitations bethel towns thereof eastward naaran westward gezer towns thereof shechem also towns thereof unto gaza towns thereof
1 Chronicles 7:29,borders children manasseh bethshean towns taanach towns megiddo towns dor towns dwelt children joseph son israel
1 Chronicles 7:30,sons asher imnah isuah ishuai beriah serah sister
1 Chronicles 7:31,sons beriah heber malchiel father birzavith
1 Chronicles 7:32,heber begat japhlet shomer hotham shua sister
1 Chronicles 7:33,sons japhlet pasach bimhal ashvath children japhlet
1 Chronicles 7:34,sons shamer ahi rohgah jehubbah aram
1 Chronicles 7:35,sons brother helem zophah imna shelesh amal
1 Chronicles 7:36,sons zophah suah harnepher shual beri imrah
1 Chronicles 7:37,bezer hod shamma shilshah ithran beera
1 Chronicles 7:38,sons jether jephunneh pispah ara
1 Chronicles 7:39,sons ulla arah haniel rezia
1 Chronicles 7:40,children asher heads father house choice mighty men valor chief princes number throughout genealogy apt war battle twenty six thousand men
1 Chronicles 8:1,benjamin begat bela firstborn ashbel second aharah third
1 Chronicles 8:2,nohah fourth rapha fifth
1 Chronicles 8:3,sons bela addar gera abihud
1 Chronicles 8:4,abishua naaman ahoah
1 Chronicles 8:5,gera shephuphan huram
1 Chronicles 8:6,sons ehud heads fathers inhabitants geba removed manahath
1 Chronicles 8:7,naaman ahiah gera removed begat uzza ahihud
1 Chronicles 8:8,shaharaim begat children country moab sent away hushim baara wives
1 Chronicles 8:9,begat hodesh wife jobab zibia mesha malcham
1 Chronicles 8:10,jeuz shachia mirma sons heads fathers
1 Chronicles 8:11,hushim begat abitub elpaal
1 Chronicles 8:12,sons elpaal eber misham shamed built ono lod towns thereof
1 Chronicles 8:13,beriah also shema heads fathers inhabitants aijalon drove away inhabitants gath
1 Chronicles 8:14,ahio shashak jeremoth
1 Chronicles 8:15,zebadiah arad ader
1 Chronicles 8:16,michael ispah joha sons beriah
1 Chronicles 8:17,zebadiah meshullam hezeki heber
1 Chronicles 8:18,ishmerai also jezliah jobab sons elpaal
1 Chronicles 8:19,jakim zichri zabdi
1 Chronicles 8:20,elienai zilthai eliel
1 Chronicles 8:21,adaiah beraiah shimrath sons shimhi
1 Chronicles 8:22,ishpan heber eliel
1 Chronicles 8:23,abdon zichri hanan
1 Chronicles 8:24,hananiah elam antothijah
1 Chronicles 8:25,iphedeiah penuel sons shashak
1 Chronicles 8:26,shamsherai shehariah athaliah
1 Chronicles 8:27,jaresiah eliah zichri sons jeroham
1 Chronicles 8:28,heads fathers generations chief men dwelt jerusalem
1 Chronicles 8:29,gibeon dwelt father gibeon whose wife name maachah
1 Chronicles 8:30,firstborn son abdon zur kish baal nadab
1 Chronicles 8:31,gedor ahio zacher
1 Chronicles 8:32,mikloth begat shimeah also dwelt brethren jerusalem
1 Chronicles 8:33,ner begat kish kish begat saul saul begat jonathan malchishua abinadab eshbaal
1 Chronicles 8:34,son jonathan meribbaal meribbaal begat micah
1 Chronicles 8:35,sons micah pithon melech tarea ahaz
1 Chronicles 8:36,ahaz begat jehoadah jehoadah begat alemeth azmaveth zimri zimri begat moza
1 Chronicles 8:37,moza begat binea rapha son eleasah son azel son
1 Chronicles 8:38,azel six sons whose names azrikam bocheru ishmael sheariah obadiah hanan sons azel
1 Chronicles 8:39,sons eshek brother ulam firstborn jehush second eliphelet third
1 Chronicles 8:40,sons ulam mighty men valor archers many sons sons sons hundred fifty sons benjamin
1 Chronicles 9:1,israel reckoned genealogies behold written book kings israel judah carried away babylon transgression
1 Chronicles 9:2,first inhabitants dwelt possessions cities israelites priests levites nethinims
1 Chronicles 9:3,jerusalem dwelt children judah children benjamin children ephraim manasseh
1 Chronicles 9:4,uthai son ammihud son omri son imri son bani children pharez son judah
1 Chronicles 9:5,shilonites asaiah firstborn sons
1 Chronicles 9:6,sons zerah jeuel brethren six hundred ninety
1 Chronicles 9:7,sons benjamin sallu son meshullam son hodaviah son hasenuah
1 Chronicles 9:8,ibneiah son jeroham elah son uzzi son michri meshullam son shephathiah son reuel son ibnijah
1 Chronicles 9:9,brethren according generations nine hundred fifty six men chief fathers house fathers
1 Chronicles 9:10,priests jedaiah jehoiarib jachin
1 Chronicles 9:11,azariah son hilkiah son meshullam son zadok son meraioth son ahitub ruler house god
1 Chronicles 9:12,adaiah son jeroham son pashur son malchijah maasiai son adiel son jahzerah son meshullam son meshillemith son immer
1 Chronicles 9:13,brethren heads house fathers thousand seven hundred threescore able men work service house god
1 Chronicles 9:14,levites shemaiah son hasshub son azrikam son hashabiah sons merari
1 Chronicles 9:15,bakbakkar heresh galal mattaniah son micah son zichri son asaph
1 Chronicles 9:16,obadiah son shemaiah son galal son jeduthun berechiah son asa son elkanah dwelt villages netophathites
1 Chronicles 9:17,porters shallum akkub talmon ahiman brethren shallum chief
1 Chronicles 9:18,hitherto waited king gate eastward porters companies children levi
1 Chronicles 9:19,shallum son kore son ebiasaph son korah brethren house father korahites work service keepers gates tabernacle fathers host lord keepers entry
1 Chronicles 9:20,phinehas son eleazar ruler time past lord
1 Chronicles 9:21,zechariah son meshelemiah porter door tabernacle congregation
1 Chronicles 9:22,chosen porters gates two hundred twelve reckoned genealogy villages david samuel seer ordain set office
1 Chronicles 9:23,children oversight gates house lord namely house tabernacle wards
1 Chronicles 9:24,four quarters porters toward east west north south
1 Chronicles 9:25,brethren villages come seven days time time
1 Chronicles 9:26,levites four chief porters set office chambers treasuries house god
1 Chronicles 9:27,lodged round house god charge upon opening thereof every morning pertained
1 Chronicles 9:28,certain charge ministering vessels bring tale
1 Chronicles 9:29,also appointed oversee vessels instruments sanctuary fine flour wine oil frankincense spices
1 Chronicles 9:30,sons priests made ointment spices
1 Chronicles 9:31,mattithiah one levites firstborn shallum korahite set office things made pans
1 Chronicles 9:32,brethren sons kohathites shewbread prepare every sabbath
1 Chronicles 9:33,singers chief fathers levites remaining chambers free employed work day night
1 Chronicles 9:34,chief fathers levites chief throughout generations dwelt jerusalem
1 Chronicles 9:35,gibeon dwelt father gibeon jehiel whose wife name maachah
1 Chronicles 9:36,firstborn son abdon zur kish baal ner nadab
1 Chronicles 9:37,gedor ahio zechariah mikloth
1 Chronicles 9:38,mikloth begat shimeam also dwelt brethren jerusalem brethren
1 Chronicles 9:39,ner begat kish kish begat saul saul begat jonathan malchishua abinadab eshbaal
1 Chronicles 9:40,son jonathan meribbaal meribbaal begat micah
1 Chronicles 9:41,sons micah pithon melech tahrea ahaz
1 Chronicles 9:42,ahaz begat jarah jarah begat alemeth azmaveth zimri zimri begat moza
1 Chronicles 9:43,moza begat binea rephaiah son eleasah son azel son
1 Chronicles 9:44,azel six sons whose names azrikam bocheru ishmael sheariah obadiah hanan sons azel
1 Chronicles 10:1,philistines fought israel men israel fled philistines fell slain mount gilboa
1 Chronicles 10:2,philistines followed hard saul sons philistines slew jonathan abinadab malchishua sons saul
1 Chronicles 10:3,battle went sore saul archers hit wounded archers
1 Chronicles 10:4,said saul armourbearer draw thy sword thrust therewith lest uncircumcised come abuse armourbearer would sore afraid saul took sword fell upon
1 Chronicles 10:5,armourbearer saw saul dead fell likewise sword died
1 Chronicles 10:6,saul died three sons house died together
1 Chronicles 10:7,men israel valley saw fled saul sons dead forsook cities fled philistines came dwelt
1 Chronicles 10:8,came pass morrow philistines came strip slain found saul sons fallen mount gilboa
1 Chronicles 10:9,stripped took head armor sent land philistines round carry tidings unto idols people
1 Chronicles 10:10,put armor house gods fastened head temple dagon
1 Chronicles 10:11,jabeshgilead heard philistines done saul
1 Chronicles 10:12,arose valiant men took away body saul bodies sons brought jabesh buried bones oak jabesh fasted seven days
1 Chronicles 10:13,saul died transgression committed lord even word lord kept also asking counsel one familiar spirit enquire
1 Chronicles 10:14,inquired lord therefore slew turned kingdom unto david son jesse
1 Chronicles 11:1,israel gathered david unto hebron saying behold thy bone thy flesh
1 Chronicles 11:2,moreover time past even saul king thou wast leddest broughtest israel lord thy god said unto thee thou shalt feed people israel thou shalt ruler people israel
1 Chronicles 11:3,therefore came elders israel king hebron david made covenant hebron lord anointed david king israel according word lord samuel
1 Chronicles 11:4,david israel went jerusalem jebus jebusites inhabitants land
1 Chronicles 11:5,inhabitants jebus said david thou shalt come hither nevertheless david took castle zion city david
1 Chronicles 11:6,david said whosoever smiteth jebusites first shall chief captain joab son zeruiah went first chief
1 Chronicles 11:7,david dwelt castle therefore called city david
1 Chronicles 11:8,built city round even millo round joab repaired rest city
1 Chronicles 11:9,david waxed greater greater lord hosts
1 Chronicles 11:10,also chief mighty men david strengthened kingdom israel make king according word lord concerning israel
1 Chronicles 11:11,number mighty men david jashobeam hachmonite chief captains lifted spear three hundred slain one time
1 Chronicles 11:12,eleazar son dodo ahohite one three mighties
1 Chronicles 11:13,david pasdammim philistines gathered together battle parcel ground full barley people fled philistines
1 Chronicles 11:14,set midst parcel delivered slew philistines lord saved great deliverance
1 Chronicles 11:15,three thirty captains went rock david cave adullam host philistines encamped valley rephaim
1 Chronicles 11:16,david hold philistines garrison bethlehem
1 Chronicles 11:17,david longed said oh one would give drink water well bethlehem gate
1 Chronicles 11:18,three brake host philistines drew water well bethlehem gate took brought david david would drink poured lord
1 Chronicles 11:19,said god forbid thing shall drink blood men put lives jeopardy jeopardy lives brought therefore would drink things three mightiest
1 Chronicles 11:20,abishai brother joab chief three lifting spear three hundred slew name among three
1 Chronicles 11:21,three honorable two captain howbeit attained first three
1 Chronicles 11:22,benaiah son jehoiada son valiant man kabzeel done many acts slew two lionlike men moab also went slew lion pit snowy day
1 Chronicles 11:23,slew egyptian man great stature five cubits high egyptian hand spear like weaver beam went staff plucked spear egyptian hand slew spear
1 Chronicles 11:24,things benaiah son jehoiada name among three mighties
1 Chronicles 11:25,behold honorable among thirty attained first three david set guard
1 Chronicles 11:26,also valiant men armies asahel brother joab elhanan son dodo bethlehem
1 Chronicles 11:27,shammoth harorite helez pelonite
1 Chronicles 11:28,ira son ikkesh tekoite abiezer antothite
1 Chronicles 11:29,sibbecai hushathite ilai ahohite
1 Chronicles 11:30,maharai netophathite heled son baanah netophathite
1 Chronicles 11:31,ithai son ribai gibeah pertained children benjamin benaiah pirathonite
1 Chronicles 11:32,hurai brooks gaash abiel arbathite
1 Chronicles 11:33,azmaveth baharumite eliahba shaalbonite
1 Chronicles 11:34,sons hashem gizonite jonathan son shage hararite
1 Chronicles 11:35,ahiam son sacar hararite eliphal son ur
1 Chronicles 11:36,hepher mecherathite ahijah pelonite
1 Chronicles 11:37,hezro carmelite naarai son ezbai
1 Chronicles 11:38,joel brother nathan mibhar son haggeri
1 Chronicles 11:39,zelek ammonite naharai berothite armourbearer joab son zeruiah
1 Chronicles 11:40,ira ithrite gareb ithrite
1 Chronicles 11:41,uriah hittite zabad son ahlai
1 Chronicles 11:42,adina son shiza reubenite captain reubenites thirty
1 Chronicles 11:43,hanan son maachah joshaphat mithnite
1 Chronicles 11:44,uzzia ashterathite shama jehiel sons hothan aroerite
1 Chronicles 11:45,jediael son shimri joha brother tizite
1 Chronicles 11:46,eliel mahavite jeribai joshaviah sons elnaam ithmah moabite
1 Chronicles 11:47,eliel obed jasiel mesobaite
1 Chronicles 12:1,came david ziklag yet kept close saul son kish among mighty men helpers war
1 Chronicles 12:2,armed bows could use right hand left hurling stones shooting arrows bow even saul brethren benjamin
1 Chronicles 12:3,chief ahiezer joash sons shemaah gibeathite jeziel pelet sons azmaveth berachah jehu antothite
1 Chronicles 12:4,ismaiah gibeonite mighty man among thirty thirty jeremiah jahaziel johanan josabad gederathite
1 Chronicles 12:5,eluzai jerimoth bealiah shemariah shephatiah haruphite
1 Chronicles 12:6,elkanah jesiah azareel joezer jashobeam korhites
1 Chronicles 12:7,joelah zebadiah sons jeroham gedor
1 Chronicles 12:8,gadites separated unto david hold wilderness men might men war fit battle could handle shield buckler whose faces like faces lions swift roes upon mountains
1 Chronicles 12:9,ezer first obadiah second eliab third
1 Chronicles 12:10,mishmannah fourth jeremiah fifth
1 Chronicles 12:11,attai sixth eliel seventh
1 Chronicles 12:12,johanan eighth elzabad ninth
1 Chronicles 12:13,jeremiah tenth machbanai eleventh
1 Chronicles 12:14,sons gad captains host one least hundred greatest thousand
1 Chronicles 12:15,went jordan first month overflown banks put flight valleys toward east toward west
1 Chronicles 12:16,came children benjamin judah hold unto david
1 Chronicles 12:17,david went meet answered said unto ye come peaceably unto help mine heart shall knit unto ye come betray mine enemies seeing wrong mine hands god fathers look thereon rebuke
1 Chronicles 12:18,spirit came upon amasai chief captains said thine david thy side thou son jesse peace peace unto thee peace thine helpers thy god helpeth thee david received made captains band
1 Chronicles 12:19,fell manasseh david came philistines saul battle helped lords philistines upon advisement sent away saying fall master saul jeopardy heads
1 Chronicles 12:20,went ziklag fell manasseh adnah jozabad jediael michael jozabad elihu zilthai captains thousands manasseh
1 Chronicles 12:21,helped david band rovers mighty men valor captains host
1 Chronicles 12:22,time day day came david help great host like host god
1 Chronicles 12:23,numbers bands ready armed war came david hebron turn kingdom saul according word lord
1 Chronicles 12:24,children judah bare shield spear six thousand eight hundred ready armed war
1 Chronicles 12:25,children simeon mighty men valor war seven thousand one hundred
1 Chronicles 12:26,children levi four thousand six hundred
1 Chronicles 12:27,jehoiada leader aaronites three thousand seven hundred
1 Chronicles 12:28,zadok young man mighty valor father house twenty two captains
1 Chronicles 12:29,children benjamin kindred saul three thousand hitherto greatest part kept ward house saul
1 Chronicles 12:30,children ephraim twenty thousand eight hundred mighty men valor famous throughout house fathers
1 Chronicles 12:31,half tribe manasseh eighteen thousand expressed name come make david king
1 Chronicles 12:32,children issachar men understanding times know israel ought heads two hundred brethren commandment
1 Chronicles 12:33,zebulun went forth battle expert war instruments war fifty thousand could keep rank double heart
1 Chronicles 12:34,naphtali thousand captains shield spear thirty seven thousand
1 Chronicles 12:35,danites expert war twenty eight thousand six hundred
1 Chronicles 12:36,asher went forth battle expert war forty thousand
1 Chronicles 12:37,side jordan reubenites gadites half tribe manasseh manner instruments war battle hundred twenty thousand
1 Chronicles 12:38,men war could keep rank came perfect heart hebron make david king israel rest also israel one heart make david king
1 Chronicles 12:39,david three days eating drinking brethren prepared
